School Year,County,Institution ID,BEDS Code,School Name,Affliation,PreK,HalfK,FullK,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,HS
2019-20,KINGS,800000045229,331400229323,BNOS CHAYIL,JEWISH,0,0,0,62,66,64,70,69,61,0,60,57,57,54,62,48,221
2019-20,KINGS,800000045230,331400229425,YESHIVA TZEMACH TZADIK VIZNITZ,JEWISH,38,0,13,20,16,21,15,18,13,0,12,12,0,0,0,0,0
2019-20,KINGS,800000045232,331400229492,TALMUD TORAH OF KASHO,JEWISH,26,0,24,30,30,30,26,24,25,0,29,28,26,28,29,0,83
2019-20,KINGS,800000045218,331400229671,TALMUD TORAH TASHBAR,JEWISH,49,0,24,23,26,30,22,23,22,0,26,24,0,0,0,0,0
2019-20,KINGS,800000045224,331400229829,HYCHEL HATORAH,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,70,69,67,60,266
2019-20,KINGS,800000057622,331400229999,BNOS SQUARE OF WILLIAMSBURG,JEWISH,0,0,32,39,37,57,48,52,47,0,47,44,42,25,27,15,109
2019-20,KINGS,800000045392,331400806014,WALK IN LOVE CHRISTIAN ACADEMY,CHRISTIAN FUNDAMENTALIST,0,0,1,0,0,0,0,0,0,0,1,1,1,1,16,22,40
2019-20,KINGS,800000088046,331400996235,WILLIAMSBURG MONTESSORI,INDEPENDENT,12,0,7,4,2,2,2,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000091546,331400996498,MS LAM MONTESSORI SCHOOL,INDEPENDENT,19,0,17,3,2,3,0,1,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045087,331500126058,ST JOSEPH THE WORKER CATHOLIC ACAD,ROMAN CATHOLIC - BROOKLYN DIOCESE,11,0,8,10,14,15,15,28,18,0,16,21,0,0,0,0,0
2019-20,KINGS,800000045096,331500126125,ST SAVIOUR HIGH SCHOOL,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,0,0,0,48,51,38,62,199
2019-20,KINGS,800000045097,331500126126,ST SAVIOUR CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,34,0,32,32,32,33,29,37,50,0,42,38,0,0,0,0,0
2019-20,KINGS,800000045083,331500207950,KESSER MALKA,JEWISH,0,0,45,15,20,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045063,331500209521,HANNAH SENESH COMMUNITY SCHOOL,JEWISH,0,0,27,27,25,26,22,25,26,0,28,25,0,0,0,0,0
2019-20,KINGS,800000066496,331500226008,DARKEI CHAIM,JEWISH,111,0,54,24,25,28,26,28,28,0,27,0,0,0,0,0,0
2019-20,KINGS,800000043998,331500226079,BNOS MARGULIA VIZNITZ,JEWISH,54,0,54,52,53,47,38,47,55,0,49,48,51,53,36,45,185
2019-20,KINGS,800000070739,331500226080,SHAARE TORAH ELEMENTARY SCHOOL-GIRLS,JEWISH,51,0,39,32,39,29,32,37,27,0,41,44,0,0,0,0,0
2019-20,KINGS,800000076533,331500226123,MESILAS BAIS YAAKOV,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,71,69,63,66,269
2019-20,KINGS,800000090360,331500226334,UNITED TALMUDICAL ACADEMY-BORO PARK,JEWISH,0,0,0,163,182,155,173,142,138,0,0,0,0,0,0,0,0
2019-20,KINGS,800000083403,331500226351,YESHIVA KEHILATH YAKOV,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,44,46,0,0,90
2019-20,KINGS,800000077275,331500226378,BAIS ESTHER SCHOOL 3,JEWISH,0,0,39,33,24,29,33,24,20,0,22,19,0,0,0,0,0
2019-20,KINGS,800000059929,331500226424,NESIVOS BAIS YAAKOV BOYS,JEWISH,40,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000062151,331500226466,GAN YISROEL,JEWISH,0,0,0,39,35,47,40,32,72,0,45,57,0,0,5,0,5
2019-20,KINGS,800000091327,331500226470,BOBOVER YESHIVA BNEI ZION,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,90,75,0,0,165
2019-20,KINGS,800000045046,331500228921,YESHIVA BOYAN,JEWISH,20,0,20,24,28,26,20,23,15,0,21,22,0,0,0,0,0
2019-20,KINGS,800000045047,331500228974,BAIS BROCHO OF KARLIN STOLIN,JEWISH,0,0,93,35,34,37,35,32,35,0,37,38,76,74,74,65,289
2019-20,KINGS,800000043817,331500229003,BAIS YAAKOV FAIGEH SCHONBERGER,JEWISH,33,0,57,52,48,51,44,47,32,0,31,33,57,58,48,42,205
2019-20,KINGS,800000044210,331500229762,SHEMA KOLAINU-HEAR OUR VOICES,JEWISH,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
2019-20,KINGS,800000057612,331500229996,YESHIVA BETH JOSEPH ZVI DUSHINSKY,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,34,44,45,110,233
2019-20,KINGS,800000090358,331500606365,MARY MCDOWELL FRIENDS - MIDDLE,QUAKERS,0,0,0,0,0,0,0,0,37,0,48,38,0,0,0,0,0
2019-20,KINGS,800000090359,331500606366,MARY MCDOWELL FRIENDS - UPPER,QUAKERS,0,0,0,0,0,0,0,0,0,0,0,0,43,37,29,33,142
2019-20,KINGS,800000045056,331500609288,MARY MCDOWELL FRIENDS SCHOOL-ELEMENT,QUAKERS,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0
2019-20,KINGS,800000045024,331500629494,AL-NOOR SCHOOL,ISLAMIC,36,0,31,30,30,35,27,42,39,0,57,53,76,60,50,64,250
2019-20,KINGS,800000045025,331500629786,AL-MADINAH SCHOOL,ISLAMIC,93,0,46,53,44,48,40,39,61,61,55,67,73,69,44,35,221
2019-20,KINGS,800000045026,331500629812,AL MADRASA AL ISLAMIYA,ISLAMIC,0,0,9,16,13,16,21,20,17,0,17,12,0,0,0,0,0
2019-20,KINGS,800000045012,331500716881,A FANTIS PAROCHIAL SCHOOL,GREEK ORTHODOX,36,0,15,14,13,13,14,8,13,0,15,9,0,0,0,0,0
2019-20,KINGS,800000060480,331500995639,YALDEINU SCHOOL (THE),JEWISH,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
2019-20,KINGS,800000060936,331500995687,INTERNATIONAL SCHOOL OF BROOKLYN,INDEPENDENT,35,0,44,38,40,33,31,24,36,0,31,28,0,0,0,0,0
2019-20,KINGS,800000077156,331500996130,WILLIAMSBURG NORTHSIDE SCHOOL,INDEPENDENT,48,0,32,20,19,24,10,12,14,0,19,0,0,0,0,0,0
2019-20,KINGS,800000084404,331500996181,BASIS INDEPENDENT BROOKLYN,INDEPENDENT,62,0,75,75,83,87,100,75,85,0,82,71,28,37,31,16,112
2019-20,KINGS,800000044957,331500996927,PACKER COLLEGIATE INSTITUTE,INDEPENDENT,0,0,0,71,67,66,64,74,71,0,74,75,98,100,94,96,388
2019-20,KINGS,800000044981,331500999568,BROOKLYN HTS MONTESSORI SCHOOL,INDEPENDENT,36,0,26,29,14,17,19,17,17,0,18,16,0,0,0,0,0
2019-20,KINGS,800000044964,331500999756,STERLING SCHOOL (THE),INDEPENDENT,0,0,0,0,0,9,13,11,13,0,0,0,0,0,0,0,0
2019-20,KINGS,800000085215,331600226373,UTA 656,JEWISH,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044915,331600859595,CHARLES CHURN CHRISTIAN ACADEMY,BAPTIST,2,0,3,2,6,3,5,2,6,1,12,5,3,22,18,5,48
2019-20,KINGS,800000044794,331700126043,ST FRANCIS OF ASSISI CATHOLIC ACA,ROMAN CATHOLIC - BROOKLYN DIOCESE,26,0,16,20,17,18,19,20,21,0,28,33,0,0,0,0,0
2019-20,KINGS,800000044795,331700126050,ST GREGORY THE GREAT CATHOLIC ACADEM,ROMAN CATHOLIC - BROOKLYN DIOCESE,39,0,21,18,18,19,22,17,21,0,17,26,0,0,0,0,0
2019-20,KINGS,800000057336,331700129970,BROOKLYN JESUIT PREP,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,10,32,0,23,22,0,0,0,0,0
2019-20,KINGS,800000044764,331700207384,BETH RIVKAH HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,150,149,120,121,540
2019-20,KINGS,800000060462,331700225617,CONGREGATION OHR MENACHEM,JEWISH,15,0,16,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000060466,331700225979,BNOS CHOMESH ACADEMY,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,14,38
2019-20,KINGS,800000089593,331700226302,ATERES CHAYA,JEWISH,0,0,0,14,0,9,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000090639,331700226429,GAN ACADEMY,JEWISH,11,0,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000090881,331700226448,LAMPLIGHTERS YESHIVAH,JEWISH,15,0,13,15,18,11,20,9,7,0,10,6,6,3,2,0,11
2019-20,KINGS,800000061216,331700226450,CONGREGATION OHR MENACHEM,JEWISH,15,0,0,0,0,18,21,15,15,0,7,0,0,0,0,0,0
2019-20,KINGS,800000091329,331700226465,CHABAD GIRLS ACADEMY,JEWISH,0,0,0,0,0,0,0,8,7,0,10,12,0,0,0,0,0
2019-20,KINGS,800000044787,331700226494,OHLEI TORAH HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,95,55,44,32,226
2019-20,KINGS,800000034223,331700226524,BETH RIVKAH SCHOOL,JEWISH,0,0,182,144,156,127,132,130,123,0,113,107,0,0,0,0,0
2019-20,KINGS,800000044766,331700227690,OHOLEI TORAH ELEMENTARY,JEWISH,0,0,130,143,126,118,133,140,113,0,115,118,0,0,0,0,0
2019-20,KINGS,800000044771,331700229397,UNITED LUBAVITCHER YESHIVA,JEWISH,144,0,64,67,62,56,46,47,41,0,57,58,0,0,0,0,0
2019-20,KINGS,800000044772,331700229743,YESHIVA BEIS CHAYA MUSHKA,JEWISH,22,0,23,12,22,18,14,17,12,0,14,9,12,15,7,5,39
2019-20,KINGS,800000044792,331700229779,"BNOS MENACHEM, INC",JEWISH,40,0,40,43,38,41,47,36,39,0,35,35,45,40,36,41,162
2019-20,KINGS,800000056559,331700229949,DARCHAI MENACHEM INC,JEWISH,0,0,0,0,0,14,13,14,15,0,15,12,10,8,5,1,24
2019-20,KINGS,800000044762,331700305781,EPIPHANY LUTHERAN ELEMENTARY SCHOOL,LUTHERAN,5,0,11,17,10,14,15,11,13,0,13,16,0,0,0,0,0
2019-20,KINGS,800000044763,331700437979,HEBRON SDA BILINGUAL SCHOOL,SEVENTH-DAY ADVENTIST,10,0,4,4,3,5,4,10,0,0,6,8,0,0,0,0,0
2019-20,KINGS,800000045055,331700509551,PEOPLE'S CATHEDRAL OF BROOKLYN,EPISCOPAL,1,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044750,331700528070,ST MARK'S DAY SCHOOL,EPISCOPAL,9,0,5,12,7,6,2,11,3,0,13,15,0,0,0,0,0
2019-20,KINGS,800000058143,331700805027,M A C A D E M Y,CHRISTIAN FUNDAMENTALIST,6,0,18,8,6,4,5,4,5,0,6,4,0,0,0,0,0
2019-20,KINGS,800000044735,331700809374,MT MORIAH CHRISTIAN ACADEMY,CHRISTIAN FUNDAMENTALIST,13,0,5,7,4,8,2,4,3,0,4,3,3,0,0,0,3
2019-20,KINGS,800000060211,331700995590,MARY BOBB LEARNING ACADEMY,INDEPENDENT,30,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000083568,331700996159,LEFFERTS GARDENS MONTESSORI,INDEPENDENT,19,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
2019-20,KINGS,800000044687,331700997089,ST FRANCIS DE SALES-DEAF-BROOKLYN,INDEPENDENT,4,0,6,3,3,7,8,2,10,0,10,5,1,0,0,0,1
2019-20,KINGS,800000044688,331700997636,LEAGUE SCHOOL,INDEPENDENT,0,0,2,0,9,9,8,14,9,0,5,10,10,7,7,17,41
2019-20,KINGS,800000044672,331700999190,PHYL'S ACADEMY PREP SCHOOL,INDEPENDENT,90,0,21,10,18,15,10,15,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044673,331700999382,ARISTA PREP SCHOOL,INDEPENDENT,50,0,7,7,8,4,4,7,6,0,5,5,0,0,0,0,0
2019-20,KINGS,800000043732,331700999781,LITTLE FLOWER PREP SCHOOL,INDEPENDENT,12,0,11,0,4,8,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000055992,331700999901,STARS & KNIGHTS DAY SCHOOL,INDEPENDENT,11,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2019-20,KINGS,800000044607,331800126092,NAZARETH REGIONAL HIGH SCHOOL,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,76,80,90,79,325
2019-20,KINGS,800000044589,331800126133,ST CATHERINE GENOA-ST THERESE LISIEU,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,16,20,16,19,14,19,29,0,16,22,0,0,0,0,0
2019-20,KINGS,800000044590,331800127161,OUR LADY OF TRUST CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,19,0,23,24,22,14,28,16,23,0,30,22,0,0,0,0,0
2019-20,KINGS,800000055809,331800225971,YESHIVA GEDOLAH OHR YISROEL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,25,98
2019-20,KINGS,800000081857,331800226147,EISEK HATORAH D'RACHMISTRIVKA,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,36,40,39,0,115
2019-20,KINGS,800000089224,331800226277,CONGREGATION MACHNA SHALVA - 2,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,61,53,20,0,134
2019-20,KINGS,800000090164,331800226447,HEBREW ACAD - SPECIAL CHILDREN,JEWISH,44,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
2019-20,KINGS,800000044579,331800229152,BAIS MEIR,JEWISH,0,0,0,0,0,0,0,0,0,0,0,14,29,23,21,22,95
2019-20,KINGS,800000056151,331800329923,GREAT COMMISSION CHRISTIAN SCHOOL,LUTHERAN,0,0,0,1,2,1,1,0,4,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044588,331800437980,FLATBUSH SDA SCHOOL,SEVENTH-DAY ADVENTIST,9,0,12,14,5,14,15,11,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044571,331800438510,EXCELSIOR ELEMENTARY SCHOOL,SEVENTH-DAY ADVENTIST,0,0,0,0,0,0,0,0,13,0,5,22,18,26,25,21,90
2019-20,KINGS,800000044556,331800809307,BATTALION CHRISTIAN ACADEMY,CHRISTIAN FUNDAMENTALIST,0,0,18,6,24,16,13,13,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000059945,331800995554,STEPS ELEMENTARY SCHOOL,INDEPENDENT,14,0,9,11,12,8,0,9,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000059829,331800995708,RAVEN'S ELEMENTARY SCHOOL,INDEPENDENT,72,0,16,12,7,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000084045,331800996174,DANIELLE'S EDUCATING FOR THE FUTURE,INDEPENDENT,14,0,0,11,0,6,0,11,5,0,0,0,0,0,0,0,0
2019-20,KINGS,800000088203,331800996245,A PLUS KIDZ ACADEMY,INDEPENDENT,11,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000088703,331800996266,BROOKLYN KIDS PREPARATORY SCHOOL,INDEPENDENT,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000089600,331800996297,OUR FUTURE SCHOOL,INDEPENDENT,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
2019-20,KINGS,800000089700,331800996308,APPLE TREE LEARNING ACADEMY,INDEPENDENT,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000089823,331800996316,KHYLE-BRENAJ EARLY CHILDHOOD ED CTR,INDEPENDENT,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044531,331800999481,GREAT OAKS ELEMENTARY SCHOOL,INDEPENDENT,0,0,19,16,13,19,15,9,11,0,7,7,0,0,0,0,0
2019-20,KINGS,800000044453,331900126022,BLESSED SACRAMENT CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,22,0,25,23,24,29,24,29,33,0,34,29,0,0,0,0,0
2019-20,KINGS,800000044456,331900126088,SALVE REGINA CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,12,0,20,17,31,34,26,31,34,0,44,35,0,0,0,0,0
2019-20,KINGS,800000034239,331900228395,BEER HAGOLAH INSTITUTE-ELEM,JEWISH,28,0,27,32,24,28,32,28,29,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044044,331900228604,BEER HAGOLAH INST HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,33,41,33,29,31,27,120
2019-20,KINGS,800000044450,331900659843,FOLLOWERS OF JESUS SCHOOL,MENNONITES,0,0,0,3,3,2,1,0,4,0,4,4,1,3,2,1,7
2019-20,KINGS,800000044433,331900808781,NEW GRACE EDUCATION CENTER,CHRISTIAN FUNDAMENTALIST,15,0,15,20,18,14,12,16,25,0,15,15,0,0,0,0,0
2019-20,KINGS,800000044436,331900858851,TREY WHITFIELD SCHOOL,BAPTIST,30,0,16,8,13,10,15,13,7,0,13,11,0,0,0,0,0
2019-20,KINGS,800000044337,332000126013,ST ANSELM CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,64,0,32,27,27,25,24,25,29,0,28,28,0,0,0,0,0
2019-20,KINGS,800000044338,332000126020,ST BERNADETTE CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,15,0,41,37,51,34,36,38,33,0,29,27,0,0,0,0,0
2019-20,KINGS,800000044339,332000126035,ST EPHREM CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,14,0,21,18,26,23,36,28,36,0,19,43,0,0,0,0,0
2019-20,KINGS,800000044341,332000126038,FONTBONNE HALL ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,0,0,0,81,110,125,123,439
2019-20,KINGS,800000044344,332000126106,OUR LADY OF PERPETUAL HELP CATHOLIC,ROMAN CATHOLIC - BROOKLYN DIOCESE,12,0,14,11,22,18,21,19,28,0,26,24,0,0,0,0,0
2019-20,KINGS,800000044345,332000126112,ST PATRICK CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,18,0,19,11,20,17,11,20,17,0,10,21,0,0,0,0,0
2019-20,KINGS,800000044334,332000126140,VISITATION ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,10,0,10,15,10,12,16,11,9,0,12,15,0,0,0,0,0
2019-20,KINGS,800000044336,332000126142,XAVERIAN HIGH SCHOOL,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,87,0,78,73,324,323,309,347,1303
2019-20,KINGS,800000044320,332000126145,HOLY ANGELS CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,10,0,11,12,8,19,16,8,13,0,20,14,0,0,0,0,0
2019-20,KINGS,800000044308,332000206898,BETH JACOB HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,130,136,151,158,575
2019-20,KINGS,800000044310,332000207910,BAIS ROCHEL SCHOOL OF BORO PARK,JEWISH,0,0,467,134,136,147,146,128,128,0,101,105,101,99,126,123,449
2019-20,KINGS,800000044272,332000225437,YESHIVA & MESIFTA VYOEL MOSHE,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,164,189,169,180,702
2019-20,KINGS,800000059290,332000225438,MESIVTA SHOLOM SCHACHNA,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,47,54,48,0,149
2019-20,KINGS,800000059295,332000225453,CONGREGATION MACHNA SHALVA,JEWISH,125,0,116,111,108,103,106,92,85,0,97,69,66,80,66,69,281
2019-20,KINGS,800000060060,332000225465,TALMUD TORAH OHR MOSHE,JEWISH,33,0,28,28,27,28,28,27,29,0,28,47,0,0,0,0,0
2019-20,KINGS,800000043801,332000225654,YESHIVA KETANA OF BENSONHURST,JEWISH,0,0,8,7,17,12,13,15,21,0,15,15,0,0,0,0,0
2019-20,KINGS,800000045239,332000226061,JEWISH CENTER FOR SPEC EDUC,JEWISH,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0
2019-20,KINGS,800000074915,332000226101,YESHIVA AND MESIVTA WIZNITZ OF USA,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,27,28,25,20,100
2019-20,KINGS,800000076754,332000226126,MOSDOS SATMAR BP,JEWISH,116,0,105,78,95,70,75,67,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000084406,332000226183,BAIS SHIFRA,JEWISH,105,0,51,47,25,27,26,19,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000085867,332000226197,TALMUD TORAH TIFERES YECHIEL D'ALEKS,JEWISH,61,0,25,28,26,22,28,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000085866,332000226199,CONGREGATION YESHIVA BNEI TORAH,JEWISH,27,0,20,19,15,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000085103,332000226218,CONG TALMIDEI MESIVTA TIFERES SHMIEL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,30,34,34,0,98
2019-20,KINGS,800000087303,332000226225,YESHIVA TOLDOS YESUSCHER,JEWISH,22,0,19,15,13,9,16,9,8,0,5,12,0,0,0,0,0
2019-20,KINGS,800000087724,332000226229,BAIS YAAKOV OF BENSONHURST,JEWISH,1,0,16,19,21,10,19,18,21,0,21,17,0,0,0,0,0
2019-20,KINGS,800000088463,332000226250,CONG DARKEI AVOS SANZ OF BP,JEWISH,18,0,22,18,14,11,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000088985,332000226270,YESODEI BINA INC,JEWISH,3,0,8,5,0,7,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000090005,332000226331,TALMUD TORAH D'CHASIDEI GUR,JEWISH,82,0,38,31,42,32,28,25,27,0,13,20,0,0,0,0,0
2019-20,KINGS,800000086743,332000226339,CONG CHASIDEI BELZ BETH MALKA,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,46,50,22,0,118
2019-20,KINGS,800000090327,332000226343,SHALSHELES BAIS YAAKOV HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,16,18,25,25,84
2019-20,KINGS,800000090333,332000226359,BAIS ESTHER SCHOOL 2,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,27,21,21,0,69
2019-20,KINGS,800000059478,332000226379,CONG MACHNA SHALVA  I,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,17,20,19,0,56
2019-20,KINGS,800000059479,332000226380,CONG MACHNA SHALVA II,JEWISH,0,0,0,0,0,108,84,90,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000059907,332000226381,CONG MACHNA SHALVA IV,JEWISH,0,0,0,0,0,0,0,0,92,0,85,93,0,0,0,0,0
2019-20,KINGS,800000060597,332000226383,CONG MACHNA SHALVA V,JEWISH,47,0,108,119,92,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000085243,332000226385,MOSDOS SATMAR BP SCHOOL FOR GIRLS,JEWISH,66,0,69,59,56,44,48,43,42,0,30,26,22,31,23,18,94
2019-20,KINGS,800000034149,332000226390,BOBOVER YESHIVA BNEI ZION,JEWISH,0,0,0,0,0,0,135,131,114,0,131,114,0,0,0,0,0
2019-20,KINGS,800000082523,332000226409,BOBOVER YESHIVA BNEI ZION,JEWISH,0,0,0,0,145,139,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000090477,332000226416,MARILYN DAVID IVDU BOYS UPPER SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000090638,332000226428,BAIS ESTHER SCHOOL 4,JEWISH,23,0,0,0,0,0,0,0,0,0,0,0,35,22,20,26,103
2019-20,KINGS,800000090694,332000226435,BAIS TZIPORAH,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,40,36,38,30,144
2019-20,KINGS,800000044318,332000226486,BETH JACOB OF BORO PARK,JEWISH,69,0,114,131,136,121,121,141,158,0,128,153,0,0,0,0,0
2019-20,KINGS,800000091482,332000226489,BAIS BROCHO D'KARLIN STOLIN HS,JEWISH,0,0,60,0,0,0,0,0,0,0,0,0,76,74,74,65,289
2019-20,KINGS,800000044319,332000226893,BETH JACOB SCHOOL FOR GIRLS,JEWISH,0,28,41,27,44,37,46,55,53,0,47,48,70,68,80,69,287
2019-20,KINGS,800000034150,332000226900,BOBOVER YESHIVA BNEI ZION-15TH AVE,JEWISH,0,154,157,159,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044303,332000226935,TOMER DVORA SCHOOL - SITE 2,JEWISH,61,0,63,62,54,64,61,66,65,0,53,65,0,0,0,0,0
2019-20,KINGS,800000055831,332000226948,YESHIVA CHSAN SOFER,JEWISH,30,27,38,43,32,40,35,38,47,0,51,42,13,16,13,9,51
2019-20,KINGS,800000044291,332000226957,YESHIVA OHEL MOSHE,JEWISH,0,0,11,5,9,9,2,7,6,0,6,4,0,0,0,0,0
2019-20,KINGS,800000044293,332000227132,HEBREW ACADEMY FOR SPEC CHLDRN,JEWISH,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
2019-20,KINGS,800000044294,332000227219,YESHIVA BETH HILLEL OF KRASNA,JEWISH,63,0,57,30,37,38,35,27,28,0,30,35,42,37,35,36,150
2019-20,KINGS,800000044296,332000227460,YESHIVA AND BETH HAMEDRASH SHAAREI,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,31,35,33,0,99
2019-20,KINGS,800000044297,332000227463,YESHIVA YAGDIL TORAH,JEWISH,0,0,83,35,33,43,40,33,26,0,43,24,0,0,0,0,0
2019-20,KINGS,800000044314,332000227506,HEBREW INSTITUTE FOR THE DEAF,JEWISH,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000044315,332000227520,BAIS YITZCHAK SCHOOL,JEWISH,33,0,21,14,26,26,25,28,21,0,30,32,0,0,0,0,0
2019-20,KINGS,800000044298,332000227819,BNOS ZION OF BOBOV,JEWISH,47,0,158,175,176,154,160,155,153,0,147,125,113,116,93,118,440
2019-20,KINGS,800000044300,332000227945,TOMER DVORA SCHOOL - SITE 1,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,66,60,69,78,273
2019-20,KINGS,800000044279,332000228236,YESHIVA YESODE HATORAH,JEWISH,16,0,23,30,24,29,25,28,27,0,29,31,0,0,0,0,0
2019-20,KINGS,800000044281,332000228239,GERER YESHIVA/MESIVTA BAIS YISROEL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,43,36,49,20,148
2019-20,KINGS,800000044282,332000228244,MOSDOS CHASIDEI SQ-T Y Y BORO PARK,JEWISH,0,46,33,40,45,35,44,31,36,0,42,42,39,41,34,0,114
2019-20,KINGS,800000044283,332000228254,TORAH VYIRAH OF BORO PARK,JEWISH,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0
2019-20,KINGS,800000044285,332000228436,BAIS TZIPORAH,JEWISH,44,0,99,43,53,47,54,48,45,0,48,45,0,0,0,0,0
