School Year,County,Institution ID,BEDS Code,School Name,Affliation,PreK,HalfK,FullK,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,HS
2019-20,BRONX,800000046591,320700145216,ST ANSELM SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,52,0,22,15,18,28,17,17,21,0,12,19,0,0,0,0,0
2019-20,BRONX,800000046592,320700145282,CARDINAL HAYES HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,214,232,208,203,857
2019-20,BRONX,800000046593,320700145305,IMMACULATE CONCEPTION SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,33,0,34,33,52,40,55,56,59,0,39,48,0,0,0,0,0
2019-20,BRONX,800000046595,320700145342,ST LUKE SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,33,0,22,19,17,14,13,16,23,0,19,27,0,0,0,0,0
2019-20,BRONX,800000046573,320700449657,BRONX-MANHATTAN SDA SCHOOL,SEVENTH-DAY ADVENTIST,3,0,10,9,8,16,18,15,20,0,19,16,0,0,0,0,0
2019-20,BRONX,800000059466,320700996063,NEW LIFE SCHOOL (THE),INDEPENDENT,0,0,0,0,0,0,0,5,10,0,12,20,8,18,16,20,62
2019-20,BRONX,800000046472,320800145225,ST ATHANASIUS SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,41,0,24,23,31,29,31,31,31,0,30,31,0,0,0,0,0
2019-20,BRONX,800000046473,320800145231,ST BENEDICT SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,0,29,29,17,30,22,29,33,0,41,35,0,0,0,0,0
2019-20,BRONX,800000046474,320800145271,ST FRANCES DE CHANTAL SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,54,0,43,25,18,28,14,23,29,0,26,21,0,0,0,0,0
2019-20,BRONX,800000046476,320800145286,MONSIGNOR SCANLAN HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,151,112,97,104,464
2019-20,BRONX,800000046477,320800145288,HOLY CROSS SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,92,0,25,24,26,23,23,28,30,0,35,49,0,0,0,0,0
2019-20,BRONX,800000046478,320800145291,HOLY FAMILY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,69,0,21,16,23,19,11,13,17,0,19,16,0,0,0,0,0
2019-20,BRONX,800000046462,320800145324,ST JOSEPH SCHOOL FOR THE DEAF,ROMAN CATHOLIC - ARCHDIOCESE OF NY,3,0,5,5,5,5,5,3,4,0,5,11,0,0,0,0,0
2019-20,BRONX,800000046468,320800145373,OUR LADY OF THE ASSUMPTION SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,102,0,21,18,17,22,22,17,17,0,13,20,0,0,0,0,0
2019-20,BRONX,800000046452,320800145411,PRESTON HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,100,100,126,113,439
2019-20,BRONX,800000046453,320800145442,ST THERESA SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,92,0,51,46,29,49,42,45,33,0,30,32,0,0,0,0,0
2019-20,BRONX,800000046454,320800145452,VILLA MARIA ACADEMY,ROMAN CATHOLIC - ARCHDIOCESE OF NY,54,0,33,25,30,22,25,27,34,0,39,41,0,0,0,0,0
2019-20,BRONX,800000046458,320800149495,ST IGNATIUS SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,27,0,26,26,0,0,0,0,0
2019-20,BRONX,800000046451,320800716855,GREEK AMERICAN INST OF NY,GREEK ORTHODOX,30,0,15,18,15,18,16,13,15,0,20,13,0,0,0,0,0
2019-20,BRONX,800000046332,320900145199,ALL HALLOWS INSTITUTE,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,149,108,132,123,512
2019-20,BRONX,800000046333,320900145211,ST ANGELA MERICI SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,135,0,28,20,17,22,27,21,16,0,29,27,0,0,0,0,0
2019-20,BRONX,800000046335,320900145251,CHRIST THE KING SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,90,0,25,19,14,18,21,19,21,0,15,23,0,0,0,0,0
2019-20,BRONX,800000046322,320900145345,ST MARGARET MARY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,15,0,14,21,19,25,28,19,27,0,25,23,0,0,0,0,0
2019-20,BRONX,800000046307,320900145430,SACRED HEART SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,18,0,36,52,38,48,39,47,45,0,50,46,0,0,0,0,0
2019-20,BRONX,800000046132,321000145201,AQUINAS HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,66,67,38,54,225
2019-20,BRONX,800000046137,321000145237,ST BRENDAN SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,131,0,17,19,25,23,17,23,31,0,33,30,0,0,0,0,0
2019-20,BRONX,800000046138,321000145270,FORDHAM PREPARATORY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,270,233,229,244,976
2019-20,BRONX,800000046139,321000145276,ST GABRIEL SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,38,0,17,25,18,23,21,16,30,0,31,30,0,0,0,0,0
2019-20,BRONX,800000046141,321000145313,ST JOHN SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,54,0,20,19,20,23,21,21,25,0,19,19,0,0,0,0,0
2019-20,BRONX,800000046122,321000145344,ST MARGARET OF CORTONA SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,47,0,19,13,17,22,17,17,36,0,32,26,0,0,0,0,0
2019-20,BRONX,800000046124,321000145364,ACADEMY OF MOUNT ST URSULA,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,75,95,83,69,322
2019-20,BRONX,800000046129,321000145383,OUR LADY OF MT CARMEL SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,77,0,19,34,26,25,20,19,23,0,19,25,0,0,0,0,0
2019-20,BRONX,800000046116,321000145390,OUR LADY OF REFUGE SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,9,0,17,20,20,27,32,29,33,0,24,27,0,0,0,0,0
2019-20,BRONX,800000046117,321000145406,ST PHILIP NERI SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,100,0,32,16,31,22,19,23,26,0,33,24,0,0,0,0,0
2019-20,BRONX,800000046134,321000145434,ST SIMON STOCK ELEMENTARY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,55,0,17,18,20,19,9,17,21,0,23,27,0,0,0,0,0
2019-20,BRONX,800000046121,321000206859,KINNERET DAY SCHOOL,JEWISH,13,0,18,22,22,20,17,22,22,0,24,25,0,0,0,0,0
2019-20,BRONX,800000090318,321000226395,SINAI - SPECIAL NEEDS INSTITUTE,JEWISH,0,0,0,1,6,2,3,2,0,0,0,0,0,0,0,0,0
2019-20,BRONX,800000046107,321000226424,SALANTER AKIBA RIVERDALE ACAD,JEWISH,75,0,84,80,73,83,89,91,96,0,104,90,0,0,0,0,0
2019-20,BRONX,800000046109,321000228919,YESHIVA OF TELSHE ALUMNI,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33,24,97
2019-20,BRONX,800000046110,321000229709,YESHIVAS OHAVEI TORAH OF RIVERDALE,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,26,21,16,18,81
2019-20,BRONX,800000056642,321000229954,SAR HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,170,155,130,138,593
2019-20,BRONX,800000060505,321000995652,ETHICAL CULTURE FIELDSTON MIDDLE SCH,INDEPENDENT,0,0,0,0,0,0,0,0,0,125,127,132,0,0,0,0,0
2019-20,BRONX,800000085066,321000996192,HOPE ACADEMY OF THE BRONX,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,6,6,5,4,1,1,11
2019-20,BRONX,800000046015,321000996851,HORACE MANN SCHOOL LOWER DIV,INDEPENDENT,0,0,40,83,80,85,85,85,0,0,0,0,0,0,0,0,0
2019-20,BRONX,800000046035,321000996856,HORACE MANN UPPER SCHOOL,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,188,186,181,178,733
2019-20,BRONX,800000066493,321000996857,HORACE MANN SCHOOL,INDEPENDENT,0,0,0,0,0,0,0,0,145,0,154,154,0,0,0,0,0
2019-20,BRONX,800000046013,321000996867,RIVERDALE COUNTRY SCHOOL,INDEPENDENT,16,0,66,65,62,65,64,68,85,0,96,92,136,131,127,125,519
2019-20,BRONX,800000046019,321000997736,ETHICAL CULTURE FIELDSTON SCHOOL,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,157,151,150,150,608
2019-20,BRONX,800000046020,321000997820,ETHICAL CULTURE THE FIELDSTON LS,INDEPENDENT,16,0,35,36,45,44,45,43,0,0,0,0,0,0,0,0,0
2019-20,BRONX,800000046009,321000999090,MISS FRANCINE DAY SCHOOL II,INDEPENDENT,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,BRONX,800000045880,321100145229,ST BARNABAS ELEMENTARY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,152,0,47,36,22,16,17,25,26,0,31,24,0,0,0,0,0
2019-20,BRONX,800000045881,321100145230,ST BARNABAS HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,46,61,49,61,217
2019-20,BRONX,800000045882,321100145244,ST CATHARINE'S HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,115,101,109,121,446
2019-20,BRONX,800000045883,321100145253,ST CLARE SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,147,0,32,30,32,30,33,24,33,0,46,26,0,0,0,0,0
2019-20,BRONX,800000045887,321100145274,ST FRANCIS XAVIER SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,115,0,22,21,18,21,21,16,16,0,25,17,0,0,0,0,0
2019-20,BRONX,800000045888,321100145284,ST HELENA SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,100,0,22,16,23,26,14,23,25,0,26,27,0,0,0,0,0
2019-20,BRONX,800000045889,321100145296,HOLY ROSARY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,100,0,35,28,36,34,31,21,26,0,30,25,0,0,0,0,0
2019-20,BRONX,800000045912,321100145303,IMMACULATE CONCEPTION SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,80,0,21,24,22,28,15,20,18,0,15,12,0,0,0,0,0
2019-20,BRONX,800000045871,321100145339,ST LUCY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,160,0,35,34,32,38,30,27,37,0,37,19,0,0,0,0,0
2019-20,BRONX,800000045890,321100145359,MT ST MICHAEL ACADEMY,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,26,0,23,50,184,173,133,150,640
2019-20,BRONX,800000045876,321100145365,NATIVITY OF OUR BLESSED LADY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,38,0,12,9,10,11,12,16,19,0,12,15,0,0,0,0,0
2019-20,BRONX,800000045877,321100145376,OUR LADY OF GRACE SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,117,0,43,24,24,26,24,23,26,0,28,33,0,0,0,0,0
2019-20,BRONX,800000045879,321100145407,SAINTS PHILIP & JAMES SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,40,0,6,19,17,7,6,13,18,0,17,17,0,0,0,0,0
2019-20,BRONX,800000045866,321100145412,ST RAYMOND BOYS HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,115,112,115,111,453
2019-20,BRONX,800000045867,321100145413,ST RAYMOND ACADEMY FOR GIRLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,61,63,54,52,230
2019-20,BRONX,800000045868,321100145414,ST RAYMOND ELEMENTARY SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,72,0,51,52,62,56,66,76,90,0,78,101,0,0,0,0,0
2019-20,BRONX,800000045870,321100145433,SANTA MARIA SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,236,0,17,14,20,24,25,15,24,0,28,31,0,0,0,0,0
2019-20,BRONX,800000045851,321100145436,CARDINAL SPELLMAN HIGH SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,272,333,299,280,1184
2019-20,BRONX,800000045852,321100147410,ST FRANCIS OF ASSISI SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,100,0,27,21,26,36,26,30,32,0,32,24,0,0,0,0,0
2019-20,BRONX,800000045850,321100315802,OUR SAVIOUR LUTHERAN SCHOOL,LUTHERAN,0,0,3,4,5,4,8,6,10,0,17,22,16,23,27,48,114
2019-20,BRONX,800000062871,321100805715,CITY OF FAITH CHRISTIAN SCHOOL,INDEPENDENT,28,0,31,14,6,9,9,6,0,0,0,0,0,0,0,0,0
2019-20,BRONX,800000060822,321100806052,WAKE-EDEN CHRISTIAN ACADEMY,CHRISTIAN FUNDAMENTALIST,63,0,17,12,12,14,12,8,0,0,0,0,0,0,0,0,0
2019-20,BRONX,800000045835,321100809031,NEW COVENANT CHRISTIAN SCHOOL,CHRISTIAN FUNDAMENTALIST,30,0,20,13,14,8,13,12,13,0,11,10,6,6,3,2,17
2019-20,BRONX,800000045788,321100995200,LAVELLE SCHOOL FOR THE BLIND,INDEPENDENT,46,0,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0
2019-20,BRONX,800000063691,321100995742,GARVEY SCHOOL,INDEPENDENT,15,0,15,10,9,7,9,9,9,0,8,8,0,0,0,0,0
2019-20,BRONX,800000046010,321100996013,LEARNING TREE PREP SCHOOL(THE),INDEPENDENT,72,0,41,30,30,31,25,32,25,0,25,17,0,0,0,0,0
2019-20,BRONX,800000090338,321100996387,SCO FAMILY SERVICES - CHRISTOPHER,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,BRONX,800000045789,321100996863,NY INST FOR SPECIAL EDUCATION,INDEPENDENT,57,0,3,2,3,5,8,13,18,0,13,10,14,13,18,18,63
2019-20,BRONX,800000045795,321100998390,REGENT SCHOOL,INDEPENDENT,18,0,22,18,16,18,18,20,0,0,0,0,0,0,0,0,0
2019-20,BRONX,800000045742,321200145315,ST JOHN CHRYSOSTOM SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,90,0,28,22,28,27,23,16,20,0,25,17,0,0,0,0,0
2019-20,BRONX,800000045718,321200145443,ST THOMAS AQUINAS SCHOOL,ROMAN CATHOLIC - ARCHDIOCESE OF NY,31,0,13,15,20,15,17,18,16,0,20,17,0,0,0,0,0
2019-20,BRONX,800000045712,321200435846,R T HUDSON SDA ELEMENTARY SCHOOL,SEVENTH-DAY ADVENTIST,3,0,1,7,2,5,2,3,3,2,4,6,0,0,0,0,0
2019-20,KINGS,800000045510,331300126070,ST JOSEPH HIGH SCHOOL,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,0,0,0,17,23,32,50,122
2019-20,KINGS,800000045511,331300126075,BISHOP LOUGHLIN MEMORIAL HIGH SCHOOL,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,0,0,0,188,155,124,170,637
2019-20,KINGS,800000063791,331300225748,LURIA ACADEMY OF BROOKLYN,JEWISH,22,0,45,32,28,32,20,27,14,0,12,12,0,0,0,0,0
2019-20,KINGS,800000069476,331300226156,BE'ER MIRIAM,JEWISH,20,0,15,13,15,15,17,10,12,0,10,8,8,0,0,0,8
2019-20,KINGS,800000085964,331300226204,YESHIVA OF KASHO,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,24,30,38,42,134
2019-20,KINGS,800000089442,331300226284,BROOKLYN HEIGHTS JEWISH ACADEMY,JEWISH,0,0,8,9,4,9,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000060028,331300227040,BAIS RUCHEL D'SATMAR BR1,JEWISH,0,0,201,213,204,193,208,219,187,0,167,179,0,0,0,0,0
2019-20,KINGS,800000056652,331300229955,TALMUD TORAH D'NITRA,JEWISH,121,0,60,60,55,59,56,53,52,0,53,42,0,0,0,0,0
2019-20,KINGS,800000045430,331300435839,BETHEL ELEMENTARY SCHOOL,SEVENTH-DAY ADVENTIST,6,0,2,2,3,5,2,5,1,0,3,4,0,0,0,0,0
2019-20,KINGS,800000045437,331300437669,HANSON PLACE SDA ELEMENTARY SCHOOL,SEVENTH-DAY ADVENTIST,11,0,4,6,5,4,2,4,2,0,7,5,0,0,0,0,0
2019-20,KINGS,800000045425,331300526915,GRACE CHURCH SCHOOL,EPISCOPAL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000091333,331300606463,BROOKLYN FRIENDS SCHOOL - UPPER SCHO,QUAKERS,0,0,0,0,0,0,0,0,0,0,0,0,55,44,59,52,210
2019-20,KINGS,800000045427,331300606904,BROOKLYN FRIENDS SCHOOL,QUAKERS,98,0,66,63,52,60,64,58,58,0,63,68,0,0,0,0,0
2019-20,KINGS,800000045431,331300629734,CLARA MUHAMMAD SCHOOL OF MASJID KHAL,ISLAMIC,5,0,6,8,12,6,8,10,8,0,12,9,0,0,0,0,0
2019-20,KINGS,800000059237,331300805300,MT PLEASANT CHRISTIAN ACADEMY,CHRISTIAN FUNDAMENTALIST,4,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,5
2019-20,KINGS,800000060477,331300995636,BROOKLYN AUTISM CENTER ACADEMY,INDEPENDENT,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
2019-20,KINGS,800000066272,331300996002,GREENE HILL SCHOOL,INDEPENDENT,12,0,16,18,12,11,13,19,18,0,14,18,0,0,0,0,0
2019-20,KINGS,800000060801,331300996011,BROOKLYN WALDORF SCHOOL,INDEPENDENT,6,0,46,18,20,21,18,11,14,0,19,13,0,0,0,0,0
2019-20,KINGS,800000058164,331300996035,BROOKLYN FREE SCHOOL,INDEPENDENT,7,0,3,8,2,3,7,3,7,0,9,7,3,5,6,6,20
2019-20,KINGS,800000076693,331300996124,CO-OP SCHOOL (THE),INDEPENDENT,47,0,24,14,13,12,12,13,18,0,11,0,0,0,0,0,0
2019-20,KINGS,800000081038,331300996145,"SCIENCE, LANGUAGE, ARTS INTERNATIONA",INDEPENDENT,29,0,28,15,11,4,10,9,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000083945,331300996172,FUSION ACADEMY BROOKLYN,INDEPENDENT,0,0,0,0,0,0,0,0,3,0,2,5,8,17,20,13,58
2019-20,KINGS,800000085423,331300996195,ALTSCHOOL,INDEPENDENT,0,0,0,0,0,0,0,0,1,0,10,3,0,0,0,0,0
2019-20,KINGS,800000088803,331300996268,GERMAN SCHOOL BROOKLYN,INDEPENDENT,0,0,29,32,31,31,30,19,14,0,8,0,0,0,0,0,0
2019-20,KINGS,800000089469,331300996288,TRILOK SCHOOL,INDEPENDENT,8,8,8,6,9,6,6,0,0,0,1,2,0,0,0,0,0
2019-20,KINGS,800000090323,331300996376,WINCHENDON SCHOOL-BROOKLYN (THE),INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,12,10,10,13,45
2019-20,KINGS,800000090448,331300996408,ST ANN'S SCHOOL,INDEPENDENT,0,0,0,79,80,76,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000091334,331300996462,PACKER COLLEGIATE INSTITUTE EARLY,INDEPENDENT,42,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000091345,331300996473,BROOKLYN INDEPENDENT,INDEPENDENT,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045361,331300996888,BERKELEY-CARROLL SCHOOL,INDEPENDENT,63,0,63,63,63,55,61,64,70,0,74,78,79,80,85,75,319
2019-20,KINGS,800000045364,331300997535,SAINT ANN'S SCHOOL,INDEPENDENT,0,0,0,0,0,0,81,78,81,0,80,78,85,89,86,84,344
2019-20,KINGS,800000045366,331300998049,DILLON CHILD STUDY CENTER,INDEPENDENT,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045272,331400126128,ST STANISLAUS KOSTKA CATHOLIC ACAD,ROMAN CATHOLIC - BROOKLYN DIOCESE,36,0,10,19,17,14,15,13,9,0,16,20,0,0,0,0,0
2019-20,KINGS,800000045257,331400127566,QUEEN OF ROSARY CATHOLIC ACADEMY,ROMAN CATHOLIC - BROOKLYN DIOCESE,23,0,15,13,14,17,17,17,29,0,28,28,0,0,0,0,0
2019-20,KINGS,800000045268,331400206969,YESHIVA YESODE HATORAH,JEWISH,13,0,35,21,17,12,18,16,18,0,15,12,0,0,0,0,0
2019-20,KINGS,800000045269,331400207091,YESHIVA YESODA HATORAH VETZ CHAIM,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,31,37,32,30,130
2019-20,KINGS,800000045270,331400207236,BAIS YAKOV OF KHAL ADAS YEREIM,JEWISH,109,0,41,42,43,32,39,48,30,0,34,43,0,0,0,0,0
2019-20,KINGS,800000059765,331400225510,KHHD YOEL OF SATMAR BP,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,173,164,160,150,647
2019-20,KINGS,800000058150,331400225670,OHEL ELOZER,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,40,43,48,47,178
2019-20,KINGS,800000061158,331400225688,ICHUD HATALMIDIM,JEWISH,435,0,0,128,140,139,133,132,129,0,0,0,0,0,0,0,0
2019-20,KINGS,800000059932,331400225735,BNOS SPINKA BOYS SCH,JEWISH,24,19,60,18,23,18,16,23,18,0,20,38,26,0,0,0,26
2019-20,KINGS,800000063891,331400225751,ACH TOV V'CHESED,JEWISH,30,0,30,27,25,25,0,0,23,0,0,0,30,18,24,26,98
2019-20,KINGS,800000067131,331400226020,DARKEI TSHIVO OF DINOV,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,54,59,66,73,252
2019-20,KINGS,800000068013,331400226027,TALMUD TORAH TZEMACH TZADIK VIZNITZ,JEWISH,26,0,18,17,11,14,10,9,9,0,8,9,0,0,0,0,0
2019-20,KINGS,800000063151,331400226138,YESHIVA JESODE HATORAH WILSON,JEWISH,31,0,26,18,26,16,22,17,23,0,15,15,22,66,66,22,176
2019-20,KINGS,800000080517,331400226143,OHEL CHAYA,JEWISH,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
2019-20,KINGS,800000085971,331400226207,BAIS RUCHEL HIGH SCHOOL,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,335,319,325,311,1290
2019-20,KINGS,800000088049,331400226240,CONG YESHUOS MOSHE OF WILLIAMSBURG,JEWISH,26,0,18,17,11,14,10,9,9,0,8,9,0,0,0,0,0
2019-20,KINGS,800000044617,331400226332,UNITED TALMUDICAL ACADEMY 75,JEWISH,239,0,275,107,144,160,120,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045078,331400226342,UTA 110,JEWISH,0,0,0,123,125,152,126,232,262,0,223,0,0,0,0,0,0
2019-20,KINGS,800000090362,331400226352,BNOS YAKOV,JEWISH,84,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045079,331400226354,UTA 125,JEWISH,0,0,0,0,129,118,122,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045072,331400226355,UTA 212,JEWISH,174,0,180,178,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000075253,331400226361,BNOS CHAYIL,JEWISH,64,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045071,331400226362,UTA 590,JEWISH,647,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045263,331400226363,YESHIVA BNOS ISRAEL,JEWISH,10,0,83,47,49,40,42,48,35,0,40,39,35,29,38,23,125
2019-20,KINGS,800000045074,331400226374,BETH RACHEL SCHOOL-GIRLS-720,JEWISH,330,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000090337,331400226396,BNOS NITRA,JEWISH,134,0,50,44,39,39,34,15,20,0,15,0,0,0,0,0,0
2019-20,KINGS,800000066751,331400226397,YESHIVA D'NITRA,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,53,49,42,0,144
2019-20,KINGS,800000090752,331400226442,BNOS SQUARE OF WILLIAMSBURG 2,JEWISH,112,0,62,11,18,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045075,331400226444,BETH RACHEL SCHOOL-GIRLS-68,JEWISH,0,0,0,107,55,102,120,151,105,0,122,0,0,0,0,0,0
2019-20,KINGS,800000045070,331400226464,UTA 128,JEWISH,0,0,0,0,0,0,0,95,100,0,76,0,0,0,0,0,0
2019-20,KINGS,800000091538,331400226495,BAIS RUCHEL D'SATMAR - MARCY,JEWISH,322,0,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,KINGS,800000045240,331400226885,BETH CHANA SCHOOL,JEWISH,30,0,60,20,29,26,26,21,35,0,24,32,31,29,27,27,114
2019-20,KINGS,800000045241,331400226899,BNOS YAKOV SCHOOL FOR GIRLS,JEWISH,0,0,0,63,73,65,53,42,60,0,59,56,57,57,54,51,219
2019-20,KINGS,800000045262,331400226942,YESHIVA BNOS AHAVAS ISRAEL,JEWISH,0,0,154,47,48,46,45,40,42,0,44,44,30,22,24,0,76
2019-20,KINGS,800000045264,331400226953,YESHIVA KEHILATH YAKOV,JEWISH,57,0,42,63,54,59,57,50,53,0,56,52,0,0,0,0,0
2019-20,KINGS,800000045249,331400226955,YESHIVA MESIVTA ARUGATH HABOSEM,JEWISH,48,0,84,48,47,28,46,30,43,0,37,44,24,29,21,0,74
2019-20,KINGS,800000060030,331400227041,BAIS RUCHEL D'SATMAR BR3,JEWISH,435,0,254,237,221,236,244,190,201,0,181,179,99,94,68,0,261
2019-20,KINGS,800000045251,331400227203,BETH RACHEL SCHOOL FOR GIRLS,JEWISH,0,0,400,325,327,293,266,260,274,0,237,384,0,0,0,0,0
2019-20,KINGS,800000045238,331400227886,MOSDOS CHASIDEI SQUARE,JEWISH,39,0,20,13,25,21,16,16,23,0,19,17,32,32,24,0,88
2019-20,KINGS,800000045228,331400228257,BNEI SHIMON YISROEL OF SOPRON,JEWISH,30,0,30,32,32,33,29,30,28,0,28,30,28,32,32,30,122
2019-20,KINGS,800000045233,331400229052,YESHIVA BETH HILLEL OF WILLIAMSBURG,JEWISH,46,0,27,17,22,17,17,22,9,0,19,14,0,0,0,0,0
2019-20,KINGS,800000045234,331400229075,BE'IKVEI HATZOIN,JEWISH,32,0,18,12,15,12,13,9,13,0,6,0,0,0,0,0,0
2019-20,KINGS,800000045236,331400229318,YESHIVA BNOS SPINKA,JEWISH,8,19,34,44,25,0,0,0,0,0,0,0,0,0,0,0,0
